name,price,rating,num_rating,brand,model,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,retailer,is_success
"Aotao Silicone Case for Microsoft Surface Earbuds,Soft and Flexible, Scratch/Shock Resistant Silicone Cover for Microsoft Surface Earbuds Headphones (Microsoft Surface Earbuds, Navy Blue)",4.99,5.0,2.0,Aotao,,0.0,in,,1.0,,,amazon,True
"Earphones Plus K-6MF-GYS Memory Foam Earbuds, Replacement Ear Buds for in Ear Earphones, Gray - Small",7.95,3.4,5.0,Earphones Plus,,0.0,in,,0.0,,,amazon,False
Wireless Earbuds Bluetooth 5.0 Earbuds Wireless Bluetooth Headphones Waterproof TWS with Charging Case,,3.1,11.0,Sourbey,,1.0,in,,0.0,,resist,amazon,False
HOVTOIL Wired Earphone Universal 3.5mm in-Ear Stereo Earbuds Earphone Headphone with Mic for Cellphone High Performance Easy to Use,,,,HOVTOIL,,1.0,in,48.0,1.0,,,amazon,
GRAPHICS & MORE Make American Great Again Again 2020 Novelty in-Ear Earbud Headphones,7.99,,,GRAPHICS & MORE,,0.0,,,0.0,,,amazon,
Rugged Radios AlphaBud Foam Earbuds - Stereo Racing Speakers - 3.5mm Plug,75.0,4.4,7.0,Rugged Radios,,0.0,in,,0.0,,,amazon,True
"Bluetooth Headphones, Soundcore Spirit Sports Earbuds by Anker, Bluetooth 5.0, 8H Battery, IPX7 Waterproof, SweatGuard, Comfortable Wireless Headphones, Secure Fit for Running, Gym, Workout (Renewed)",26.39,4.2,78.0,Anker,,1.0,in,,0.0,,,amazon,True
"Earbaby-X7P Workout Wireless Neckband Sport Headphones Bluetooth Noise Earbuds with Mic for Running Magnetic Earphones w/Mic,Headphones for iOS Android(260mAh Battery,20H Playtim (Black)",,,,Earbaby,,1.0,in,20.0,1.0,reduct,proof,amazon,
"[Updated Version] Wireless Earbuds, Dveda True Wireless Headphones,120H Playtime with 2600mAh Charging Case,Built-in Mic CVC 8.0 Noise-Cancelling IPX7 Waterproof Headset",49.99,4.2,310.0,DVEDA,,1.0,in,8.0,1.0,reduct,proof,amazon,True
JVC HA-FX38M Marshmallow Custom Fit in-Ear Headphone - Brown,16.99,3.9,6.0,JVC,JVC HA-FX38M,0.0,in,,0.0,,,amazon,False
TWS Pro Upgraded Version Wireless Bluetooth Earphones HQ Sound Earbuds Headphones Bass Stereo Sports Running Sweatproof Compatible iOS Android Noise Cancellation Charging Case Mic (White/Black),23.99,5.0,15.0,Generic,,1.0,in,12.0,1.0,reduct,proof,amazon,True
King-Star 3.5mm Mono Bodyguard Headset Security Headphone Anti-Radiation Earphone with Mic The Hotel Manager is Special. Driving is Special,11.98,4.4,4.0,Kingstar,,0.0,in,,0.0,,,amazon,True
callm BT 4.1 Stereo Earphone Headset Wireless Magnetic in-Ear Earbuds Headphone Wireless Headphone for iPhone iPod iPad Samsung Android and More (Blue),,5.0,2.0,Callm,,1.0,in,,1.0,,,amazon,True
PRO Wireless V5 Bluetooth Earbuds for Garmin dezl 570LMT Mini with Charging case for in Ear Headphones. (V5.0 Pro Black),69.99,,,Works for Garmin by Cellet,,1.0,in,,1.0,isolate,,amazon,
Wireless Earbuds IPX7 Waterproof Sports Earphones w/Mic HD Stereo Sweatproof in-Ear Earbuds Gym Running Workout 12 Hour Battery Noise Cancelling Headsets,12.99,5.0,2.0,Saimly,,1.0,in,,1.0,reduct,proof,amazon,True
Bluetooth Hat Bluetooth Beanie Wireless Earbuds Headset Headphones Music Audio Women Men Boys Girls Winter Cap with Speaker Mic Hands Free Outdoor Sport Stereo Earphone Earpieces,,4.5,173.0,Fashionlive,,1.0,in,60.0,0.0,,,amazon,True
"Toshiba Air Pro Truly Wireless Earbuds, Black",,,,Toshiba,RZE-BT1000E(K),1.0,in,,1.0,,,amazon,
PRO Wireless V5 Bluetooth Earbuds for LG Aristo 4 Plus Mini with Charging case for in Ear Headphones. (V5.0 Pro Black),69.99,4.0,1.0,Works for LG by Cellet,,1.0,in,,1.0,isolate,,amazon,True
"Linsoul LZ A7 1DD+4BA+2 Piezoelectric Ceramic Driver HiFi Hybrid in-Ear Earphones with MMCX Connector, Detachable 8 Core 6N OCC Cable",338.0,,,Linsoul,,0.0,in,,1.0,,,amazon,
"Bulk Economical Childrens Earbuds with 3.5 mm Headphone Plug (Green Flat Cord, 10 Pack)",7.99,3.3,11.0,Maeline,,0.0,in,,0.0,,,amazon,False
Skullcandy S5URW-K609 Gray Bluetooth Wireless In-Ear Headphones,29.98,4.4,878.0,Skullcandy,S5URW-K609,1.0,in,10.0,1.0,,,amazon,True
Arm Pocket Yurbuds Signature Series Pete Jacobs Plus Reflective Cloth Cords Sport Earbuds,59.99,3.9,111.0,Yurbuds,,0.0,in,,1.0,,resist,amazon,False
axGear Double Unit Drive in Ear Earphone HiFi Quality Sound Headphone Earbud,7.99,4.0,1.0,AxGear,,0.0,in,,1.0,,,amazon,True
Bluetooth Headphones 5.0 Wireless Magnetic Hi Fi Stereo in Ear Earbuds Sports Headset Mic Noise Cancelling IPX4 Sweatproof SIRI Connect 2 Phones 10hrs Play for Sports,29.99,3.6,70.0,LANIC,,1.0,in,9.0,1.0,,resist,amazon,False
FOXICA Sport True Wireless Earbuds Blue Tooth 5.0 TWS 10-Hr Play Time Head Phones with 【Charging Case】 Sweat & Waterproof Siri Accessible Headset with CVC6.0 Noise Cancelling Built-in Mic & Rich Bass,42.99,3.9,42.0,FOXICA,,1.0,in,,1.0,reduct,proof,amazon,False
"VB Wireless Earbuds, TWS Noise Cancellation Earbuds, Bluetooth 5.0 Headphone, Built in Microphone, and Power Bank. Waterproof. Compatible with Cellphones, Portable Media Players, TV (X29C White)",29.99,4.0,48.0,VB,,1.0,in,6.0,1.0,cancel,,amazon,True
Klipsch Image S4i Rugged - Black All Weather in-Ear Headphones,,,,Klipsch,,0.0,in,,0.0,,,amazon,
"Lasuney IPX7 Waterproof Bluetooth Earbuds, True Wireless Earbuds, 35H Cyclic Playtime TWS Headphones with Charging Case and mic for iPhone Android, in-Ear Stereo Earphones Headset for Sport - Green",27.99,,,LASUNEY,,1.0,in,,1.0,,,amazon,
"Naztech NX80 Stero Sound Bluetooth Wireless in-Ear Headphones with Noise Cancellation. Sweet Proof Sport Earphones with Built in mic for Workout, Running, Gym, Cycling, Boxing",,3.0,2.0,Mobonic,,1.0,in,,1.0,,,amazon,False
"Wireless Bone Conduction Headphones Bluetooth 5.0 Open Ear Sports Headset with Mic Sweatproof for Running, Bicycling, Hiking (Black)",79.99,5.0,3.0,MOING,,1.0,in,,0.0,,,amazon,True
Air-3 True Wireless Earbuds Bluetooth 5.0 Earphones Headphones with Charging Case Noise Canceling Earphones IPX5 Waterproof Stereo in-Ear Earbuds Touch Bulit-in Mic Headset Deep Bass for Sports(White),9.99,3.6,25.0,Yimei Good Product,,1.0,in,20.0,0.0,reduct,proof,amazon,False
"New TPE Earbuds Earphones Headphones w/Mic, Noise Isolating, Gaming Earbuds, HD Stereo Sound by J & J for iPhone,iPad, iPod, Android w/Bonuses (Yellow) - SupFabPal",,3.7,29.0,J & J,,0.0,,24.0,1.0,,,amazon,False
"Bluetooth Headphones with TF SD Card Slot,Magnetic Wireless Sports in Ear Earbuds Headsets with Mic, Wireless Bluetooth 4.2 Magnetic Sports Headset Waterproof Outdoor (Black)",,3.7,52.0,VIGROS,,1.0,in,60.0,0.0,,,amazon,False
"iLuv iEP205PNK Bubble Gum 2 Flexible, Jelly-Type Stereo Earphones - Pink",6.95,4.1,30.0,I LUV LTD,IEP205PNK,0.0,in,,0.0,,,amazon,True
"iShoppingdeals - for LG Optimus L90 L70 VU F7 F6 F3 in-Ear Earbuds Earphone Headphone w/MIC, White",1.99,4.1,9.0,IShoppingdeals,,0.0,,,1.0,,,amazon,True
"HUAWEI FreeBuds 3i - Wireless Earbuds with Ultimate Active Noise Cancellation (3-mic System Earphones, Fast Bluetooth Connection, 10mm Speaker, Pop to Pair), Carbon Black",129.99,4.3,177.0,HUAWEI,,1.0,in,14.5,1.0,cancel,,amazon,True
Jungle Trees TWS True Wireless Earbuds Memory Foam Tips Included | Deep Bass Headphone 5.0 Bluetooth Earpiece Microphone Sweat Proof Charging Case 18 HR Playtime | Noise Cancellation (Pink),49.99,3.9,61.0,Jungle Trees,,1.0,in,18.0,1.0,cancel,proof,amazon,False
"Galiro Headphones/Earbuds Compatible with i Phone 7,7 Plus,8,8 Plus, X,XS, Stereo Sound by Bluet00th in Earbuds and Built-in Mic and Volume Control,Wired Charging Bluet00th Without Battery(White)",9.99,3.2,51.0,Galiro,,1.0,in,,0.0,,,amazon,False
KZ ATE HIFI Bass Noise Isolating Stereo Sport In Ear Earphones (Without Mic),12.98,3.7,17.0,KZ,,0.0,in,,1.0,reduct,,amazon,False
"CK6 3.5MM Metal in-Ear Wired Sports Earphones HiFi Stereo Bass Earbuds Headphones with Microphone for iPhone, iPod, iPad, MP3 Players Computer Headset (Red)",,,,Yingyingni,,0.0,in,,1.0,reduct,,amazon,
"KSOUND True Wireless Earbuds, Active Noise Cancelling Headphones Bluetooth 5 in Ear with Charging Case, Hands-Free Headset with 4 Mic, Touch Control, 25 Hours Playback for iPhone and Android (K06)",,3.8,155.0,Key Series,,1.0,in,25.0,1.0,cancel,resist,amazon,False
LG Tone Ultra HBS-835 Bluetooth Stereo Headset - Wireless with JBL Signature Sound (Black),129.0,3.9,554.0,LG,,1.0,in,,1.0,,,amazon,False
"Bulk Headphones for Classroom, Pack of 24 Wired Head Phones for Kids. School Supplies for Teachers Elementary to College Students. School Headphones Pack. (Black)",119.99,4.6,26.0,Eduvy,,0.0,,,0.0,,,amazon,True
"Headphones earbuds wired earphones Bass and Treble mids Quality,Strong noise cancelling Qualities, The Absolute IEM, Ultra Clear stereo Dynamic Dual Drivers",29.99,5.0,1.0,VonMu,,0.0,in,,0.0,cancel,,amazon,True
GRAPHICS & MORE Steven Universe Garnet Novelty in-Ear Earbud Headphones,8.99,4.0,1.0,GRAPHICS & MORE,,0.0,in,,0.0,,,amazon,True
GRAPHICS & MORE Green Lantern Character Novelty in-Ear Earbud Headphones,,,,GRAPHICS & MORE,,0.0,in,,1.0,,,amazon,
EXMAX 3.5mm Single Side Earphone One Eear Headphone Headset for EXD-101 ATG-100T EX-100 Wireless Tour Guide Receiver Monitoring Touring Groups Radio Podcast Laptop PC MP3 MP4 Hearing aids Whisper Box,,3.1,5.0,EXMAX,,0.0,,,1.0,,,amazon,False
"Bluetooth Headphones, True Wireless Earbuds for Sport, 25 H Playtime Built-in Dual Mic, Stereo Sound Bluetooth 5.0 Earphones with Charging Case for All Bluetooth Devices",,3.9,1281.0,GIIKNEW,,1.0,in,,0.0,reduct,,amazon,False
Inpods12 UP Version i12 Matte Wireless Bluetooth 5.0 Headphones Earphones Super Bass Sound Earbuds i7s i9s i11 i12 TWS (Blue),14.99,3.8,117.0,HomeFr,,1.0,in,,0.0,reduct,,amazon,False
Yurbuds Ironman Inspire Duro Plus Cloth Cords Sport Earbuds,,3.9,97.0,Yurbuds,,0.0,in,,0.0,,resist,amazon,False
LG HBS-F110 Tone Free in Ear Bluetooth Headset Black with Charging Neckband Wireless Earbuds Headphones,80.96,4.5,2.0,Loot Hive,,1.0,in,7.0,1.0,,,amazon,True
JVC HA-FX34P Marshmallow In-Ear Headphones (Pink) (Discontinued by Manufacturer),,4.1,40.0,JVC,,0.0,in,,0.0,isolate,,amazon,True
"Fineser Earphones, in-Ear Headphones Earbuds Wired Noise Cancelling Earbuds Bass Stereo Earphones for Iphone7 (Silver)",,,,Fineser,,0.0,in,,0.0,,,amazon,
"Jam Tune In Bluetooth Neckband Style Headphones 30 ft. Range, 12 Hour Playtime, Hands-Free Calling, Sweat and Rain Resisitant IPX4 Workout Earbuds Gray HX-EPC202GY",29.99,3.8,157.0,Jam,Tune In,1.0,in,,1.0,,resist,amazon,False
"2020 Latest Style Touch Control Wireless Earbuds,Bluetooth 5.0 Wireless Earbuds with 4000mAh Portable Charging Case,IPX6 Waterproof Built-in Mic in Ear Sport Earphones",38.99,4.0,7.0,Zakball,,1.0,in,,1.0,,,amazon,True
"Wireless Earbuds, Bluetooth 5.0 Graphene bass Hi-Fi Headphones with 2000mAh LED Charging Case, TWS in-Ear Headset 66H Playtime, 8D Stereo Sound Earphones, Noise Canceling w/Mic, Sports (W/LED, BK)",,3.2,4.0,MIMEI,,1.0,in,66.0,1.0,cancel,proof,amazon,False
"Plugfones Protector Plus VL in-Ear Earplug Earbuds, Noise Reduction Headphones with Noise Isolating Mic and Controls, Blue & Yellow",39.99,3.6,6.0,Plugfones,,0.0,in,,1.0,reduct,,amazon,False
SAMSUNG in-Ear Headphones with Remote - Black with Mic & Remote,16.98,4.4,307.0,SAMSUNG,EO-HS1303BEGWW,0.0,in,,1.0,,,amazon,True
"Wired Headphones, Noise Isolating Lightweight 3.5mm Wired Earbuds with Built-in Microphone & Volume Control Compatible with Most Smartphones(White)",12.99,,,Fixscad,,0.0,in,24.0,1.0,,,amazon,
iHome iB39GC Metal Bluetooth Headphone,,4.2,34.0,IHome,IHome Bluetooth Earbuds Metal,1.0,in,,1.0,isolate,,amazon,True
Oyov2L Dual Dynamic Circle Type-C Wired in-Ear Earphone Volume Control Mic Headphone Stereo Control Universal Earphones,1.83,,,Oyov2L,,0.0,in,24.0,1.0,,,amazon,
"Bulk Earphones Earbuds Headphones Wholesale Lot Inexpensive Disposable Replacement for Kids Individually Bagged for School Classroom Students (60 Pack, White)",32.39,5.0,1.0,Maeline,,0.0,in,,1.0,,,amazon,True
Belkin PureAV 006 Earbuds / Headphones with Microphone and Extra Bass (Black),18.02,3.7,63.0,Belkin,,0.0,,,1.0,,,amazon,False
"Amberetech Cute 3.5mm in Ear Earphones Earbuds Headset with Macaron Earphone Organizer Box Case for iPhone,for Samsung,for Mp3 iPod Pc Music (White)",7.88,3.6,9.0,Zerowin,,0.0,in,,0.0,,proof,amazon,False
Hermitshell Hard Travel Case for Bluedio Hi(Hurricane) TWS Wireless Earbud Headphones in-Ear Earphones Bluetooth 5.0 Wireless Earbuds,9.99,,,Hermitshell,,1.0,in,,0.0,,,amazon,
"Wireless Earbuds Bluetooth 5.0,Auto Pairing Headphones in-Ear,3D Stereo Noise Cancelling Wireless Headphones,IPX5 Waterproof Sport Earbuds,for iPhone/Apple AirPods Pro/Android/Samsung/Huawei",21.99,,,KYBH,,1.0,in,24.0,1.0,cancel,proof,amazon,
"OLLIVAN Compatible for Xiaomi TWS AirDots, Bluetooth 5.0 Wireless Headphones 300mAh Charging Box True Stereo Sound Mini Wireless Earbuds IPX4 Sweatproof Bluetooth Earphones with Mic Control AI",45.99,4.1,622.0,OLLIVAN,,1.0,in,12.0,0.0,,,amazon,True
"CCA CX10 TWS True Wireless Bluetooth 5.0 Earbuds with Mic, HiFi Stereo in Ear Earphones, 1DD+4BA Noise Isolating Hedsets, Lightweight Sport Headphones for Cell Phone/Game/Music (Green)",82.99,,,Erjigo,,1.0,in,,1.0,isolate,,amazon,
"Wireless Bluetooth Earbuds, SHAVA GEM Bluetooth Headphones with Noise Cancelling and Microphone, True Wireless Earbuds with Touch Sensor and 3D Stereo Sound (Upgraded Version)",49.95,3.7,53.0,SHAVA,,1.0,in,,1.0,cancel,resist,amazon,False
"Bone Conduction Headphones, Open-Ear Wireless Bone Conduction Bluetooth Headphones for Sport Fitness-Red",33.99,4.0,674.0,Tayogo,,1.0,,24.0,0.0,,,amazon,True
Bang & Olufsen Beoplay E4 Advanced Active Noise Cancelling Earphones – Black - 1644526,207.17,4.0,223.0,Bang & Olufsen,1644526,0.0,in,,0.0,cancel,,amazon,True
"DGHWEIDAO V6.0 wireless bluetooth earphone, earphone type, waterproof stereo sound in-ear, with charging case",13.99,4.1,30.0,DGHWEIDAO,,1.0,in,6.0,1.0,,proof,amazon,True
Creative EP-630i In-Ear Noise Isolating Headphones for Apple iPhone (Discontinued by Manufacturer),49.99,4.0,106.0,Creative Labs,Noise-Cancelling-Feature,0.0,in,,1.0,isolate,,amazon,True
"J3 Upgrade Bluetooth 5.0 True Wireless Earbuds with Charging Case Waterproof Earbuds 30 Hours Playtime TWS Stereo Headphones Built-in Mic Earbuds Premium Sound with Deep Bass for Sport,Running (Black)",24.99,3.3,5.0,Natural and Co.,,1.0,in,6.0,0.0,reduct,,amazon,False
PRO Wireless V5 Bluetooth Earbuds for Acer Iconia A3 Mini with Charging case for in Ear Headphones. (V5.0 Pro Black),69.99,,,Works for Acer by Cellet,,1.0,in,,1.0,isolate,,amazon,
6pcs : 3 Pairs Large (L-B) Noise Isolation Earbuds Eartips with Extra Comfort Layer Compatible with SoundTrue in Ear Earphones/Headphones,9.99,3.0,3.0,NICKSTON,Quietcomfort 20,1.0,in,,0.0,isolate,,amazon,False
BOGUFIA True Wireless Earbuds TWS Bluetooth Earbuds Wireless Earphones Headphones Bluetooth Earphones Heaphones with 3500mAh Battery Case (1-Black),12.9,3.3,20.0,BOGUFIA,,1.0,in,,0.0,cancel,,amazon,False
Elite Package: Reizen Loud Ear 120dB Gain Personal Amplifier with Earphone and Extra Headphones,69.97,3.7,104.0,Reizen,,0.0,,,0.0,,,amazon,False
"Bluetooth 5.2 Wireless Earbuds,Built-in Mic in-Ear HD Stereo Earbuds IPX7 Waterproof Sports Earbud [LED Display Charging Case],Auto Pairing for Earphones Apple Airpods iPhone/Android (New White)",39.96,5.0,1.0,QW,,1.0,over,35.0,0.0,,proof,amazon,True
Pusheen The Cat! Donut Earbuds,19.95,4.5,84.0,IML,,0.0,in,,0.0,,,amazon,True
"Audio-Technica ATH-CKS550BTWH Solid Bass Bluetooth Wireless In-Ear Headphones with Mic & Control, White",27.41,3.9,24.0,Audio-Technica,,1.0,in,200.0,1.0,,,amazon,False
ViFun Bone Conduction Headphones Open-Ear Wireless Bluetooth 5.0 HiFi Sweatproof IPX5 Earphones with Microphone Sports Headsets for Running Driving Cycling Fitness (Black),17.99,4.0,2.0,ViFun,,1.0,,,1.0,reduct,proof,amazon,True
Earbuds/VR Earphones/Headphone/Soundkit Custom Made for Oculus Quest VR Headset-1 Pair (Clip Headphone-Black),38.99,2.3,3.0,Champsolar,,0.0,in,,0.0,,,amazon,False
Wireless Earbuds Ture Bluetooth Headphones Noise Isolating Wireless Headphone Bluetooth 5.0 with Built-in Micro 15H Playtime Auto Pairing Touch Control Stereo Sound (Middle),,4.0,179.0,LOMBEX,,1.0,in,15.0,1.0,cancel,,amazon,True
Focal Sphear Wireless Earbuds with Three-Button Remote and Microphone (Black),129.25,3.5,19.0,Focal,,1.0,in,,1.0,,,amazon,False
Psalmtrading HOCO Sporting Wireless Headset Bluetooth 5.0 Earbuds in-Ear Headphones ES35,,,,HOCO,,1.0,in,100.0,0.0,,,amazon,
Akabsh Sleeping Running Headphones Headset Sports with Mic Fashion Sports Headset BT5.0 Earphones in-Ear Wireless Music Headphones Headsets Bluetooth,29.8,,,Akabsh,,1.0,in,,1.0,reduct,,amazon,
"Reqo Wireless Earbuds, Bluetooth Stereo Headphones, HiFi 3D, Quality Sound, in-Ear, Built-in Mic, Portable Charging Case, Mini for iPhone and Android Smart Phones, Pair",,3.2,6.0,Reqo,,1.0,in,,1.0,,,amazon,False
Lanyasir S200 in-Ear Earbuds Headphones Dual Dynamic Drivers Earphones with Mic Strong Bass and Noise Reduction Volume Control Headset for Smartphones Computer PC Tablet(Black),14.99,3.8,2.0,Lanyasir,,0.0,in,,1.0,cancel,,amazon,False
"Qoo Ware-QW1, True Wireless Bluetooth Earbuds with Charging Capsule, Bluetooth 5.0 with Microphone",,3.6,3.0,QOO WARE,QW1,1.0,in,12.0,1.0,cancel,,amazon,False
[Updated Version] True Wireless Earbuds Bluetooth 5.0 Passive Noise Cancelling Earphones with Dual Mics RL Audio - Fiterra V-2.1,49.99,3.5,83.0,RL LIFE,,1.0,in,18.0,1.0,cancel,resist,amazon,False
Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with Most Smartphones.Tablets.Laptops,,5.0,3.0,HINYCOM,,0.0,in,,1.0,,,amazon,True
"Wireless Earbuds, 5.0 True Wireless Bluetooth Headphones 3D Stereo Sound Wireless Headphones Mini Sweatproof Sport Headsets in-Ear Noise with Built-in Mic and Charging Case",15.99,4.0,20.0,Yeslike,,1.0,in,15.0,0.0,,,amazon,True
"Earbuds Headphones, in-Ear Noise-isolating Earphones, Balanced Bass Driven Sound with Mic & Volume Contro.305",39.99,,,GWOOA,,0.0,in,,0.0,isolate,,amazon,
Sennheiser Consumer Audio PMX 686G Green 3.5mm Jack Wired In-Ear Headphones,72.78,3.8,449.0,Sennheiser Consumer Audio,PMX 686G,0.0,in,,1.0,,,amazon,False
Iceland National Country Flag Novelty in-Ear Earbud Headphones - Black,7.99,5.0,1.0,Graphics and More,,0.0,in,,0.0,,,amazon,True
Audeze LCDi3 Headphones with Bluetooth and Lightning Cables,899.0,4.5,19.0,Audeze,,1.0,in,,0.0,,,amazon,True
"Karooch Macarons Candy-Colored Wireless Earbuds Cartoon Anime Panda Design Blueteeth 5.0 Headset Sports Earphones Mini Stereo Headphones, 50 Feet Transmission Distance, Smart Shutdown (Purple)",18.99,3.0,11.0,Karooch,,1.0,in,,1.0,,,amazon,False
GRAPHICS & MORE USA Patriotic Yin and Yang American Flag Novelty in-Ear Earbud Headphones,7.99,,,GRAPHICS & MORE,,0.0,in,,0.0,,,amazon,
"Yinlang TWS G16 5.0 Bluetooth Headphones in-Ear with Charging Case True Wireless Earbuds IPX7 Grade is Waterproof, Sweatproof and Wustproof",,5.0,1.0,G16,,1.0,in,72.0,1.0,reduct,proof,amazon,True
"Monster iSport Intensity In-Ear Sport Headphones, Neon Pink, Running, Sweatproof",24.0,4.3,19.0,Monster,,0.0,in,,0.0,,,amazon,True
Cambridge Audio Pack of 10 Large Black Replacement Silicone Tips for Cambridge Audio Melomania 1 True Wireless in-Ear Monitors,5.0,4.4,503.0,Cambridge Audio,,0.0,in,,0.0,,,amazon,True
"Neckband Headphones, Active Noise Cancelling Bluetooth Headset 6hr Playtime Magnetic Wireless Neck Earphones Sweatproof HiFi Stereo in Ear Headphones with Mic for Sports Running Exercise (Black)",9.99,1.0,1.0,ATJie,,1.0,in,6.0,1.0,cancel,,amazon,False
iWorld Pulse Wireless Bluetooth Earbuds with Microphone - Titanium,9.74,3.9,40.0,IWorld,,1.0,in,,1.0,,,amazon,False
"Mono Handsfree Headset Single in-ear Flat Cable Earphone Earbud White for iPhone 6 6S, Plus, 5S 5C SE - Samsung Galaxy S8 S8+ S7 S6, Edge, Edge+, S5, S4, Active, Galaxy Note 5 4 3 - LG G3 G4 G5 G6 V20",18.99,3.4,36.0,Fonus,,0.0,in,,1.0,,,amazon,False
JBL E10BLKNP Synchros E10 in-Ear Headphones (Black),16.99,3.8,48.0,JBL,FBA_E10BLKNP,0.0,over,,0.0,,,amazon,False
"Xflelectronic USB C Earbuds, USB Type C Headphones Wired in-Ear,Noise Canceling USB C Earphones,for Google Pixel 3/3xl/2/Moto Z/Z2/Huawei P20/P30,a",37.9,,,,,0.0,,,1.0,,,amazon,
JVC HAECX20P PINK In-Ear Sports Headphones,19.54,3.0,8.0,JVC,,0.0,in,,0.0,,,amazon,False
TWS Headphones Wireless Earbuds Earphones True Wireless Stereo Headset Hands-Free Mic Charging Case Compatible with LG G8X ThinQ,59.99,5.0,2.0,NTSElectronics,,1.0,in,,0.0,,,amazon,True
Philips O'Neill SHO9552/28 The Specked Sound Reducing Isolating In-Ear Earbuds,,4.1,275.0,PHILIPS,,0.0,in,,1.0,isolate,,amazon,True
"Bulk Earphones Earbuds Headphones Wholesale Lot Inexpensive Disposable Replacement for Kids Individually Bagged for School Classroom Students (200 Pack, Multi)",118.99,,,Tesa Zero,,0.0,in,,1.0,,,amazon,
"Linsoul TRN V90S 5BA+1DD Hybrid Driver HiFi in-Ear Earphones with Aluminum Alloy Housing, Detachable 2Pin 6N OCC Pure Copper Cable    (Without mic, Red)",65.99,,,Linsoul,,0.0,in,,1.0,,,amazon,
"Retractable Earphones Headphones Hands-Free Headset for Moto Z4, 3.5mm w Mic Earbuds Earpieces Microphone Compatible with Motorola Moto Z4",7.99,,,ANSEWIRELESS,,0.0,in,,1.0,,,amazon,
G7 ThinQ Compatible Headset 3.5mm Hands-Free Earphones Mic Dual Earbuds Headphones Earpieces Stereo Wired [Black] for LG G7 ThinQ,8.99,5.0,2.0,NISMobile,,0.0,in,,1.0,reduct,,amazon,True
