name,price,rating,num_rating,brand,model,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,retailer,is_success
Canmixs Wireless Earbuds Bluetooth Headphones with Microphone Earhooks Sport Headset Touch Control TWS Stereo Earphones in-Ear Headphones Ear Buds with Smart LED Display Charging Case for Running Gym,29.99,4.4,181.0,CanMixs,,1.0,in,,1.0,,,amazon,True
"Wireless Earbuds Bluetooth Headphones with Charging Case IPX5 Waterproof Sports Headphones with Built-in Mic, Touch Control Bluetooth Earbuds Suitable for iPhone/Android/Samsung",99.99,4.8,103.0,CXKBK,,1.0,in,,1.0,isolate,,amazon,True
"Bluetooth Earbuds, VOUZRED IPX6 Waterproof Bluetooth Headphones HD Stereo Sound Wireless Earbuds, in-Ear Headset 30H Playtime with Charging Case, Built-in Mic Ergonomic Design for Gym/Work/Travel 03",32.99,3.6,7.0,VOUZRED,,1.0,in,8.0,1.0,,proof,amazon,False
"HELM Sportsband Triple Driver Bluetooth 5 Headphones, Earbuds, HiFi Sound, Qualcomm aptX HD, Never Lose Secure Fit, Magnetic Clasping, Sport, Work, Commute, Sweatproof, Enhanced MIC, 25 Hrs Play Time",129.99,4.3,24.0,Helm,,1.0,over,,1.0,reduct,,amazon,True
"Linklike Dual Drivers Wired Earbuds with Microphone Volume Control, Clear Bass/Vocals/Calls, Lightweight Noise Isolating in-Ear Headphones for iPhone Android Samsung Galaxy iPad Laptop PC Video Gaming",19.99,4.6,148.0,Linklike,,0.0,in,,1.0,cancel,,amazon,True
House of Marley Smile Jamaica Wired Noise Cancelling Headphones with Microphone,24.99,4.5,3207.0,House of Marley,,0.0,in,,1.0,,,amazon,True
Wireless Earbusds Bluetooth 5.0 Bluetooth Headphones 5-8 Hours Playtime IPX5 Waterproof TWS Stereo Headphones in-Ear Built-in Mic Headset Premium Sound with Deep Bass for Sport Black,,3.5,99.0,SAMMIX,,1.0,in,,1.0,isolate,,amazon,False
"Wired Earbuds,Headphones with Microphone, in-Ear, Suitable for Running Fitness, Sweat-Proof, Soundproof, Support iPhone Android Mobile Phone MP3 Laptop (Black)",8.99,2.4,4.0,Generies,,0.0,in,,1.0,,,amazon,False
"Earbuds,Earphones,Headphones,HaRuion in-Ear Earbuds,Extra Bass with Mic/Remote Control in Ear Earbud,Powerful Deep Bass for Apple iPhone/Samsung/Huawei/Sony Mobile Tablet Music Players",22.88,3.9,4.0,HaRuion,,0.0,in,,1.0,isolate,,amazon,False
"Earbuds for Android Phones, in-Ear Metal Headphones with Mic and Volume Control, Ultra Lightweight, Ergonomic Comfort-Fit and Noise Isolation, CGS-W2",7.99,4.1,10.0,C G CHANGEEK,,0.0,in,8.0,0.0,,,amazon,True
"Grey Rabbit Design Earbuds for Kids/Girls, Noise Isolating in-Ear Headphones with Microphone Universal 3.5mm HiFi Stereo, Earphones with Mic & Volume Control for iPhone/Samsung/Nokia",7.99,3.0,16.0,LolaChat,,0.0,in,,0.0,,,amazon,False
"hellodigi TRN V30 1DD+1BA HiFi Monitor Headphone,Hybrid in Ear Earphone,Deep Bass IEM Earbuds with Removable 0.75mm,2pin Cable (Black with mic)",32.9,3.0,1.0,Hellodigi,,0.0,in,6.0,1.0,,proof,amazon,False
"Betron B750s Earphones, Wired in-Ear Headphones, Noise Isolating Tangle-Free Earbuds, Heavy Deep Bass, Compatible with iPhone, iPad, MP3 Players, Samsung Smartphones, Tablets and Laptops, Black",15.39,4.3,15849.0,Betron,B750 Black,0.0,in,5.5,1.0,,,amazon,True
"Bluetooth Earbuds [Upgraded Version], TWS Sport 5.0 Wireless Headphones with Charging Case, True Wireless Earbuds in-Ear Earphones with Mic, Noise Cancelling Headsets with Ear Hook for Smartphones",36.98,3.8,280.0,Arkey burds,,1.0,in,,1.0,,,amazon,False
"Wireless Earbuds Bluetooth 5.0 Headset Bluetooth Headphones with 24Hrs Charging Case,IPX5 Waterproof Earbuds Built-in Mic Single/Twin Mode,3D Stereo Earphones,Suitable for Airpods pro/Android/Samsung",33.99,5.0,4.0,,,1.0,,7.0,1.0,cancel,,amazon,True
"LETSCOM Wireless Earbuds, Bluetooth 5.0 in-Ear Headphones with Dual Drivers, HiFi Bass Stereo, 27H Playtime, LED Display and USB-C Quick Charge, Built-in Microphone Earphones for Home Office Work",27.99,4.6,139.0,LETSCOM,T29,1.0,in,,1.0,reduct,proof,amazon,True
1MORE Triple Driver In Ear Headphones (Earphones/Earbuds) with Lightning Connector for Apple iOS with Compatible Microphone and Remote (Titanium),99.0,3.5,357.0,1MORE,E1001-L,0.0,in,,1.0,,,amazon,False
"Bluetooth Earbuds, VOUZRED IPX6 Waterproof Bluetooth Headphones HD Stereo Sound Wireless Earbuds, in-Ear Headset 30H Playtime with Charging Case, Built-in Mic Ergonomic Design for Gym/Work/Travel",42.99,2.0,5.0,VOUZRED,,1.0,in,,0.0,isolate,resist,amazon,False
"1MORE Wireless Earbuds Triple Driver Bluetooth Neckband Earphones with Hi-Res LDAC Wireless Sound Quality,Fast Charging,7-Hour Playtime,Environmental Noise Isolation",,3.9,193.0,1MORE,,1.0,in,16.0,1.0,cancel,,amazon,False
"Small Bluetooth Headphones Behind The Head, Sports Wireless Headset with Built in Microphone and Crystal-Clear Sound, Fold-able and Carried in The Purse, and 12-Hour Battery Life, Blue",29.99,4.2,3298.0,LEVIN,,1.0,in,,1.0,isolate,proof,amazon,True
MEE audio M6 Memory Wire In-Ear Wired Sports Earbud Headphones (Black) (Simple Packaging 2018 Version),10.99,3.7,30.0,MEE audio,EP-M6G2-BK-MEE,0.0,in,,1.0,,,amazon,False
"True Wireless Earbuds Bluetooth 5.0 Wireless Earbuds with Microphone Auto Pairing Binaural Calls 16h Cycle Playtime,Bluetooth Earbuds with Charging Case,Sweatproof in-Ear Earphones",10.99,4.0,92.0,RocketUp,,1.0,in,,0.0,,,amazon,True
"chenqiu Earphones, Noise Isolating in-Ear Headphones with Pure Sound and Powerful Bass, Earbuds with High Sensitivity Microphone and Volume Control, Headphones for, iPod, iPad, MP3, Samsung,etc",,,,Chenqiu,,0.0,in,50.0,1.0,reduct,,amazon,
VVRZ Wired Earbuds In Ear Headphones Noise Isolating Earphones Bass Stereo Headsets With Microphone & Volume Control & Remote For Android IOS Tablet Laptop Computer Gym Running Jogging workout (White),10.88,4.2,134.0,VVRZ,,0.0,in,,0.0,,,amazon,True
"Earphone Headphones with Remote & Microphone, True Stereo Sound in-Ear Earbuds 3.5 mm Headphone Plug for Music Video Phone Tablet Call Gaming (White) 3 Pack",14.99,4.4,4.0,Essencee,24J-FGL-85A7,0.0,in,24.0,1.0,,proof,amazon,True
"Soundcore Arc Wireless Sport Earphones by Anker, IPX5 Water Resistant, 10 Hour Battery Life, with Flexible EarHooks (Renewed)",31.9,4.3,29.0,Soundcore,,1.0,in,,1.0,,,amazon,True
"TWS Earbuds 5.0Earbuds in Ear Headphones, Blumelody Earphones with Microphone Mic Stereo and Volume Control Waterproof Headset for Workout",,,,Blumelody,,1.0,in,24.0,1.0,cancel,,amazon,
"Powerbeats2 Wireless In-Ear Headphone, Active Collection - Flash Blue (Old Model) (Renewed)",49.95,4.2,597.0,Beats,,1.0,in,8.0,1.0,,,amazon,True
Aftershokz AS600CR Canyon Red iPhone / Android/Bluetooth Wireless In-Ear Headphones,79.95,4.4,11473.0,Aftershokz,"AfterShokz Titanium Open Ear Wireless Bone Conduction Headphones, Canyon Red, AS600CR",1.0,in,,1.0,,proof,amazon,True
Wireless Headphones Bluetooth 5.0 Wireless Earbuds Built in Mic in Ear Noise Cancelling Headphones with Charging Case Touch Control Sport Headsets for Apple Airpods/iPhone/Android/Samsung,,3.2,138.0,Derui,,1.0,in,35.0,1.0,,,amazon,False
"Jaybird Freedom 2 in-Ear Wireless Bluetooth Sport Headphones Earbuds w/Inline Controls, Charging Clip, Battery Pack - Rose Gold - 985-000776",,3.9,67.0,Jaybird,,1.0,in,22.0,1.0,,,amazon,False
"Wireless Earbuds, STOGA Bluetooth Earphones in-Ear Earbuds TWS Noise Cancelling Earbuds Sports Earbuds IPX7 Waterproof",34.99,4.0,358.0,STOGA,1,1.0,in,8.0,1.0,,resist,amazon,True
JBL Endurance Sprint Waterproof Wireless in-Ear Sport Headphones with Touch Controls (Black),,3.9,560.0,JBL,B07CX38CQ2,1.0,in,,1.0,isolate,proof,amazon,False
"Wireless Earbuds, Willful Bluetooth Earbuds with Microphone, Stereo Sound, Touch Control, USB-C Charge, Bluetooth V5.0, Waterproof, Secure Fit, Clear Call, in-Ear Headphones Earphones Workout (White)",,4.8,118.0,Willful,,1.0,in,20.0,1.0,cancel,,amazon,True
"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/Improved Battery and Call Quality (Wireless Charging Case Included), (International Version) (Cloud Blue)",101.85,4.6,992.0,SAMSUNG,,1.0,in,,1.0,,,amazon,True
Skullcandy S2MHW-M448 Black Bluetooth Wireless In-Ear Headphones,,4.4,762.0,Skullcandy,Ink'd+ Active,1.0,in,320.0,1.0,cancel,proof,amazon,True
"Bowink Active Noise Cancelling Earbuds, Wired Noise Cancelling Earphone in Ear Stereo Awareness Monitor Headphones, 20Hours Playtime 3.5MM Jack Noise Reduction Earbuds with Microphones",,3.9,54.0,Bowink,,0.0,in,,1.0,,,amazon,False
"Bluetooth Earbuds, TeckNet Bluetooth 5.0 Headphones Binaural Call True Wireless Earphones 30H Playtime in-Ear Hi-Fi Stereo Sports Headsets with Buit-in Mic and Charging Case for Work/Travel/Gym",,4.3,24.0,TECKNET,,1.0,in,80.0,1.0,,,amazon,True
"Bluetooth Headphones, Iqua Noise Cancelling Headphones, Neckband in-Ear Wireless Headphones, Waterproof IPX7 Earbuds, Magnetic Wireless Earphones with Mic, 10H Playtime, for Running/Sports",,4.1,163.0,Iqua,,1.0,in,25.0,0.0,,proof,amazon,True
"in-Ear Earbuds 3.5mm Wired with Mic,Huifen Double Moving Coils Aux Headphone,Gym Sport Headset Noise Isolating Earphone Ergonomic Design Volume Call Control Compatible with iPh0ne/Android/MP3 (White)",,3.3,2.0,Huifen,,1.0,in,,0.0,,,amazon,False
Nanette Lepore Iridescent Earbud Headphones with in-Line Microphone – Wired Stereo Sound in Ear Headphones with Mic – Multicolor Fashion Stylish Cute Magical Iridescent Color,,3.8,5.0,Nanette Lepore,,0.0,in,,0.0,cancel,,amazon,False
"Wireless Earbuds, SHOCKTU TWS in-Ear Bluetooth 5.0 Earbuds with Charging Case and USB C Stereo Sound Wireless Headphones with Mic and Volume Control for Work/Travel/Gym, White",27.99,5.0,1.0,SHOCKTU,,1.0,in,,1.0,isolate,,amazon,True
"Wireless Earbuds, AHUTORU Bluetooth 5.0 Headphones TWS Stereo Touch Control Earbuds with Charging Case, IPX6 Waterproof in-Ear Sport Earphones with Mic for Running Gym Workout",18.99,4.3,43.0,AHUTORU,,1.0,in,,1.0,isolate,,amazon,True
"Wired Earbuds in Ear Headphones with Microphone, 3.5mm in-Ear Headset Earphones, Volume Control Sport Gaming Headset for iPhone Xiaomi Samsung Huawei, Computer, Laptop, PC (Black)",,,,SAYESON,,0.0,in,8.0,0.0,isolate,,amazon,
Bose QuietComfort 20 Acoustic Noise Canceling Headphones (Apple) Black,,4.3,16.0,Bose,Quietcomfort 20,1.0,in,9.0,1.0,cancel,proof,amazon,True
"KZ ZST X in-Ear Monitors, Upgraded Dynamic Hybrid Dual Driver ZSTX Earphones, HiFi Stereo IEM Wired Earbuds/Headphones with Detachable Cable for Musician Audiophile (Without Mic, Cyan)",22.99,4.6,29.0,Erjigo,,1.0,in,,1.0,,,amazon,True
"HIDIZS MS4 Hi-Fi Earphones (1DA + 3BA), Hi-Res Earbuds with Detachable Cable Design Four Knowles Driver Hybrid in-Ear Monitor Headphones (Blue&Red)",,4.4,74.0,HIDIZS,,0.0,in,65.0,0.0,cancel,proof,amazon,True
"Wireless Earbuds, Basskye Bluetooth 5.0 Earbuds with Charging Case TWS Stereo Headphones in-Ear Built-in Mic Headset Premium Sound with Deep Bass for Sport",,4.1,572.0,Basskye,,1.0,in,9.0,1.0,,proof,amazon,True
Mpow Mpow Flame Classic Black Wireless In-Ear Headphones,19.98,4.5,11798.0,Mpow,Mpow Flame,1.0,in,,1.0,cancel,,amazon,True
KZ ED9 Silver Tuning Nozzles in-Ear Headphones (Black Without Mic),12.99,4.3,7.0,KZ,,1.0,in,20.0,1.0,cancel,,amazon,True
"QEBIDUM TWS True Wireless Earbuds, IPx5 Waterproof Sport Headphones Stereo Noise Cancelling Deep Bass Magnetic in Ear Earphones with Mic (Gray)",,3.8,19.0,QEBIDUM,S2 TWS bluetooth Ture wireless earbuds,0.0,in,,1.0,isolate,,amazon,False
"isooco Wireless Earbuds Headphones Bluetooth 5.0 in Ear with True Wireless Stereo Mic Headset Charging Case, for iPhone 11 Pro Max/Xs Max and More",21.99,4.5,18.0,Isooco,,1.0,in,,1.0,cancel,,amazon,True
"KZ ZST X Dual Driver in Ear Earphone, HiFi Earphone Headphone in-Ear Monitor Stereo Sound Earbud Headphone Newest Headset with Hybrid 1BA 1DD(with mic, Cyan)",23.99,4.3,21.0,Yinyoo,,0.0,in,,1.0,,resist,amazon,True
KINGWorld Bluetooth Headphones Neckband 20Hrs Playtime V4.2 Wireless Headset Sport Noise Cancelling Earbuds w/Mic for Gym Running Compatible with iPhone Samsung Android (Black),,4.1,1903.0,KINGWorld,,1.0,in,,1.0,isolate,,amazon,True
KZ IEM Earphone 3BA Balanced Armature Headphone HD Sound in Ear Monitor HiFi Stereo Noise Cancelling Earbuds AS06 Triple-Driver Universal-Fit in-Ear Musicians' Monitors (Black Without MIC),46.99,4.6,18.0,KZ,,0.0,in,500.0,1.0,cancel,,amazon,True
Dilvpoetry KZ ZS10 HiFi Wired Earphones in-Ear Headphone 3.5mm Connector Stereo Noise Cancelling Detachable Cable (Red with Mic),37.99,5.0,1.0,HONTER,,0.0,in,,1.0,,,amazon,True
Wireless Earbuds Touch Control Bluetooth 5.0 Headphone True Wireless Sport Earphone 25H Playtime with Charging Case Deep Bass Wireless Stereo Headphone Built-in Mic IPX5 Waterproof (White),,5.0,3.0,CRSCN,,1.0,in,,1.0,isolate,,amazon,True
Bass Headphones in Ear Earbuds Earphones with Microphones and Volume Control Hi-Fi Headsets for Samsung iPhone Android with 3.5mm Jack (Black-2),15.99,3.9,6.0,Heque,,0.0,in,,1.0,,,amazon,False
"Bluetooth Headphones,Bluenin Bluetooth 5.0 Wireless Neckband Headphones with Carrying Case,16 Hrs Playtime Retractable Earbuds Stereo Earphones with Mic (Rosegold)",,3.7,573.0,Bluenin,,1.0,in,,1.0,,,amazon,False
"Headphone Heavy Bass Stereo Earphones Earbuds Wireless Earbuds Wireless Earbuds Headphones, Bluetooth Earphones in Ear with Waterproof for Running Sport Work,White best gift choice ( Color : Black )",58.14,,,,,1.0,in,12.0,1.0,cancel,proof,amazon,
Wired Sport Earphone Running Earphone with Microphone and Remote Sweatproof and Noise-Resistant in Ear Earphone for Running Gym Jogging (Green),14.99,3.8,61.0,Moxking sound,,0.0,in,,1.0,,,amazon,False
"Jayfi JEB-101 UFO-Type in-Ear Headphones with Memory Foam,Hybrid Metal Stereo Bass Earphones with Microphone,Composite Double Diaphragm Dynamic Driver Ear Buds",,4.0,122.0,Jayfi,,0.0,in,,0.0,,resist,amazon,True
"SoundMAGIC E80C in Ear Headphone with Mic, Wired Earbuds Sound Isolating Headphones with Remote for Audiophiles - Gold",55.99,4.4,415.0,SoundMAGIC,E80C,0.0,in,25.0,1.0,reduct,proof,amazon,True
Wireless Earbuds - Best Wireless Sports Earphones w/mic - HD Stereo Waterproof In Ear Earbuds for Gym Running Workout - Wireless Headphones - Noise Cancelling Headsets for Men Women,35.99,4.1,104.0,Ulko,,1.0,in,,1.0,,,amazon,True
Aenllosi Hard Carrying Case for Sennheiser Momentum True Wireless/Wireless 2 Bluetooth Earbuds,22.99,4.5,171.0,Aenllosi,,1.0,in,8.0,1.0,cancel,proof,amazon,True
"True Wireless Earbuds with Charging Neckband, Bluenin TWS Bluetooth 5.0 Headphones CVC8.0 Noise Cancelling Leisure in-Ear Earbuds, Noise Canceling Stereo Earphones with Built in Smart Mic(Black)",25.99,3.8,136.0,Bluenin,,1.0,in,6.0,1.0,,,amazon,False
"2 Pack Headphones, YuCool in-Ear Earphone with Magnetic, High Definition,Noise Isolating, for iPhone,iPod,Andriod Phone,Tablet -Black",8.99,3.9,400.0,YuCool,,0.0,in,,1.0,,,amazon,False
"Phaiser Core Wireless Portable Cordless Stereo Headset with Charging Case, Wirefree Sweatproof Inear Bluetooth Earphones, Retractable Neckband Earbuds with Microphone, Blackout",39.99,,,Phaiser,,1.0,in,5.5,1.0,,,amazon,
OFUSHO OFUSHO Black Bluetooth Wireless In-Ear Headphones,,4.2,11279.0,OFUSHO,OFUSHO,1.0,in,24.0,1.0,,,amazon,True
"Bluetooth Headphones True Wireless Stereo Sport Earbuds, Bluetooth 5.0 TWS in Ear Earphones with Mic, 3-6H Playtime IPX4 Sweatproof Noise Cancelling Headset for Running/Workout",,4.0,1101.0,Rokeye,,1.0,in,20.0,1.0,,proof,amazon,True
"V3 Metal Headphones Earphones Earbuds Earphones, Noise Islating, High Definition, Stereo for Samsung, iPhone,iPad, iPod and Mp3 Players (Black-Red-3)",12.99,3.9,264.0,YNR,,0.0,in,,1.0,isolate,,amazon,False
"Wireless Earbuds, 2020 Upgraded 33H Playtime, Waterproof Bluetooth Headphones 5.0 with Charging Case, VEATOOL Mini in Ear Earphones Premium Stereo Sound Ear Buds, Built-in Mic earpods",24.99,4.4,683.0,VEATOOL,,1.0,over,,1.0,,,amazon,True
"True Wireless Bluetooth Earbuds, MUCRO Extra Comfortable Noise Cancelling Sports Headphones with Ear Hooks, Touch Control Bluetooth 5.0 TWS Earphones Black (Built-in Mic, Stereo Calls)",18.97,3.9,716.0,Mucro,,1.0,in,,1.0,,,amazon,False
"Ausounds AU-Stream True Wireless Bluetooth Earbuds, White",,4.1,22.0,Ausounds,,1.0,in,,1.0,,,amazon,True
"Earphones Headphones with Microphone and Call Controller Bass in-Ear Wired Earbuds Noise Canceling Headphones for iPhone, iPad, Samsung, MP3 Players, Nokia, HTC, Nexus, BlackBerry(Silver)",,4.2,38.0,TIMMKOO,,0.0,in,7.0,1.0,,resist,amazon,True
"Wired In Ear Earphones HD Bass Stereo Sound Headphones With Microphone, Noise Isolating Handsfree Earbuds Support Cable Control for iPhone iPod iPad Samsung Galaxy Laptop,MP3/MP4 Player,Tablet (White)",6.99,4.2,5.0,Lyrat,,0.0,in,,0.0,,,amazon,True
"USB C Headphones, iMangoo Magnetic USB Type C Earphone Stereo Earbuds Hi-Fi Digital DAC Bass Mic & Remote Control for Google Pixel 5 4 OnePlus 8T Pro for Samsung Galaxy S20 Fan Edition Note 20 Ultra",16.99,4.3,19.0,IMangoo,,1.0,in,8.0,1.0,,,amazon,True
"Earbuds Wired with Microphone Pack of 5, Noise Isolating in-Ear Headphones, Powerful Heavy Bass, High Definition, Earphones Compatible with iPhone, iPod, iPad, MP3, Samsung, and Most 3.5mm Jack",10.99,4.6,1208.0,Kirababy,,0.0,in,,1.0,,proof,amazon,True
Wireless Earbuds Bluetooth 5.1 Headphones with Charging Case LED Digital Shows IPX7 Waterproof True Wireless Earphones 140H Deep Bass Built-in Mic Touch Control Headset in-Ear for Sport Work Black,,4.3,104.0,Kinns,,1.0,in,500.0,1.0,reduct,,amazon,True
Samsung 3.5mm Earbud Stereo Quality Headphones for Galaxy S6 / S6 Edge EO-EG920BW - Comes with Extra Eal Gels!,8.99,3.9,1401.0,SAMSUNG,,0.0,in,,0.0,isolate,,amazon,False
JBL TUNE 115BT - Wireless In-Ear Headphone with Remote - Teal,,4.1,80.0,JBL,JBL TUNE 115BT - Blue,1.0,in,30.0,1.0,,,amazon,True
"Truly Wireless Earbuds,CRSCN TWS Bluetooth 5.0 in-Ear Headphones with Touch Control IPX7 Waterproof Sports Earbuds with Charging Case 3D Stereo Bass Sound Earphones with Microphone for Workout",,4.1,162.0,CRSCN,,1.0,in,8.0,1.0,cancel,proof,amazon,True
Samsung U Stereo Bluetooth Headphones in-Ear with Dual-Mic Noise Reduction Sound - Retail Black,139.99,4.1,399.0,SAMSUNG,,1.0,in,,1.0,cancel,,amazon,True
"Betron DC950 Earphone, Noise Isolating, Powerful Bass, Replaceable Earbuds, Portable in Ear Headphones, Compatible with iPhone, iPad, iPod, Samsung, MP3 Players and Android Devices, Black",15.49,4.3,6944.0,Betron,DC950 Black,0.0,in,24.0,1.0,reduct,,amazon,True
"Wireless Earbuds, Letsfit Bluetooth 5.0 Headphones HD Stereo Sound Earbuds, in-Ear Headset 30H Playtime with Charging Case, Bluetooth Earbuds Built-in Mic for Running Gym Workout, White (T12)",18.98,4.1,2355.0,Letsfit,T12,1.0,in,,0.0,,,amazon,True
"Pottnar True Wireless Earbuds Waterproof IPX7, Bluetooth Headphones 5.0 CVC8.0 Noise Cancelling, HiFi Stereo in Ear Sports Earbuds Call with Mic, Charging Case for Running,48H Playtime (Black)",,4.3,11.0,,,1.0,in,8.0,0.0,,,amazon,True
"Wireless Bluetooth Headphones, Magnetic Attraction Sweatproof Earphones, in-Ear HiFi Bass Stereo Noise Cancelling Wireless Earbuds, Mini Sport Headset for Workout, Gym & Running",7.99,3.3,87.0,Alfaw,,1.0,in,24.0,1.0,,,amazon,False
Klipsch X20i In-Ear Headphones,,3.9,79.0,Klipsch,X20i,0.0,in,10.0,0.0,,,amazon,False
True Wireless Earbuds Bluetooth 5.0 TWS Stereo Headphones in Ear Built in Mic Headset 24 Hrs Total Playback Support Single or Twin Model for Cycling Jogging Running Driving,29.98,4.5,11.0,ISCREM,,1.0,in,,1.0,reduct,,amazon,True
"GGMM Earbuds Wired Earphones Noise Isolating Earbuds with Microphone Heavy Deep Bass Ear Buds, in Ear Headphones Fits All 3.5mm Jack Device (C300-Black-01)",6.99,4.4,623.0,GGMM,,0.0,in,,1.0,cancel,,amazon,True
AHOMASH Bass Headphones in-Ear Earbuds with Microphone 3.5 mm Jack Wired Earphones for Smartphones/PC/Tablet/MP3/MP4 and More - 3.9 ft Black,7.99,4.2,6.0,AHOMASH,,0.0,in,,1.0,,,amazon,True
Kz ATE Copper Driver Ear Hook HiFi in Ear Earphone Sport Headphones for Running with Foam Eartips with Microphone,14.99,4.0,1145.0,KZ,,0.0,in,,0.0,,,amazon,True
"KZ ZS10 Wired Earphones in-Ear Headphones, 5 Hybrid Drivers KZ Earbuds HiFi Stereo Headset Noise Isolating Earphone (Red NO Mic)",41.99,4.3,87.0,KINBOOFI,,1.0,in,,1.0,cancel,,amazon,True
"Headphones, in Ear Earbuds, Wired Earphones with Microphone and Remote Control Compatible with Apple iPhone 6S Plus 6 SE 5S Samsung Galaxy S7 S6 Note 3 2 1/MP5 Player iOS Android",13.99,4.1,17.0,Wowstar,,0.0,in,,0.0,cancel,,amazon,True
"True Wireless Earbuds, Forone Workout Bluetooth 5.0 Headphones for Running/Driving/Gym, Touch Control Sports Earphones with HD Microphone, Sweatproof Noise Cancelling Stereo Headset for Men & Women",,3.7,35.0,Forone,,1.0,in,,1.0,cancel,,amazon,False
"Anker Soundcore Liberty Air 2 Wireless Earbuds, Diamond-Inspired Drivers, Bluetooth Earphones, 4 Mics, Noise Reduction, 28H Playtime, HearID, Bluetooth 5, Wireless Charging(Renewed)",71.99,4.2,639.0,Soundcore,,1.0,in,9.0,0.0,,resist,amazon,True
"Yinyoo KZ ZSTX Hybrid 1BA+1DD in Ear Monitor Earbuds Balance Armature with Dynamic in-Ear Earphone Headphones HiFi Headset (no mic, Cyan)",22.99,4.6,88.0,Yinyoo,,0.0,in,8.0,1.0,reduct,proof,amazon,True
"Wireless Earbuds, Bluetooth 5.0 Headphones Bluetooth Earbuds, True Wireless Earbuds in-Ear Headset with MIC and Charging Case",,5.0,2.0,Aopiuuo,,1.0,in,,1.0,,,amazon,True
Powerbeats Pro Totally Wireless Earphones - Apple H1 Chip - Black with AppleCare+ Bundle,228.95,4.7,198.0,,,0.0,in,,0.0,isolate,,amazon,True
"Liger Blaze XL-New Wireless Bluetooth Headphones, Lightweight, Waterproof Headphones IPX7 Rated with HD Sound",25.0,4.1,81.0,Liger,,0.0,in,,0.0,,,amazon,True
"Headphones with Microphone,in-Ear Wired Earbuds, Earphones,Compatible Apple with iPhone 6s/6 Plus/5s/5c/5/4s/SE/7 Android All 3.5mm Devices[2 Pack ]",13.99,,,Wzs,,0.0,in,15.0,1.0,reduct,,amazon,
"Haimai A3 in-Ear Headphones, Earphones with Microphone and Remote, White",4.35,4.0,12.0,Haimai,A3,0.0,in,,1.0,isolate,,amazon,True
Light Harmonic Mera High Performance Dynamic Driver Noise Isolation in-Ear Monitors Earphones and Headphones with Detachable Cables. (Red),299.0,5.0,2.0,Light Harmonic,,0.0,in,,0.0,reduct,,amazon,True
"Bulk Earbuds Headphones Wholesale Earphones, Keewonda 100 Pack Disposable Ear Buds Bulk Individually Wrapped Headphones for School Classroom Students",,4.2,17.0,Keewonda,,0.0,in,8.0,1.0,,proof,amazon,True
"Wireless Earbuds, Bluetooth 5.0 Wireless Headphones, in-Ear Earphones with Charging Case, Stereo Wireless Earphones with 30Hrs Playtime, Noise Isolation, One-Step Pairing, Sports, Work Out",21.99,4.2,3.0,Hoey,,1.0,in,,1.0,,,amazon,True
"Betron AX3 Earphones, Noise Isolating Earbuds, Portable in Ear Headphones with Microphone, Clear Bass, Compatible with iPhone, iPad, MP3 Players, Samsung, Android Devices and Tablets, Silver",16.79,4.3,293.0,Betron,AX3,0.0,in,,1.0,,,amazon,True
"Snyank Wired Earphones with Microphone, Bass in-Ear Earbuds, High Definition Headphones, Premium Audio Quality, Compatible with iPhone, Android, PC",7.99,,,Snyank,,0.0,in,24.0,1.0,reduct,,amazon,
"Earphones with Microphone, in-Ear Earbuds V4.1 Magnetic Headphones Noise Cancelling Earphone Sport Headset (6-8Hours Play Time, Secure Fit Design)",9.99,3.9,19.0,Heque,,1.0,in,,0.0,cancel,,amazon,False
"Bose SoundSport In-Ear Headphones for iOS Models, Orange",,3.6,177.0,Bose,SoundSport,0.0,in,,0.0,,,amazon,False
"Audio-Technica ATH-LS50iSBK In-Ear Monitor Headphones with In-Line Mic & Control, Black",59.83,3.9,90.0,Audio-Technica,ATH-LS50iSBK,0.0,in,,1.0,reduct,,amazon,False
"3.5mm Aux Wired in-Ear Headphones, Headphones/Earphones/Earbuds with Mic and Remote Control Compatible with Galaxy S10/S9/S8/S7/S6/S5 Note 5/6/7/8/9 and More Android Devices(Black)-2 Pack",9.96,3.6,182.0,IKEFLY,,0.0,in,,1.0,,,amazon,False
"QuietOn – The Award Winning Smallest Active Noise Cancelling Earbuds for Sleeping, to Reduce Snoring, Ambient Noise, Excellent for Travelers, 20h of Battery Life",199.0,3.5,42.0,QuietOn,,1.0,in,14.0,0.0,,,amazon,False
Samsung R170 White Bluetooth Wireless In-Ear Headphones,49.99,4.5,1650.0,SAMSUNG,Buds,1.0,in,8.0,1.0,,,amazon,True
"Mucro C3 Bluetooth Headphones Wireless Earbuds Cordless Bluetooth 5.0 TWS with Mic for Sport Running Gym Ourdoor in-Ear Headset with Removable Charging Case USB Type-C Port, Easy Pair, IPX5 Waterproof",,4.3,37.0,Mucro,,1.0,in,,0.0,,,amazon,True
Hottest Bluetooth 5.0 Headphones Wireless Bluetooth Earbuds Stereo Earphone Cordless Sport Headsets Bluetooth in-Ear Earphones with Built-in Mic for Smart Phones,,3.3,149.0,Unleashed Online,,1.0,in,24.0,0.0,,resist,amazon,False
